Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC,,,,,
Day  ,JD  ,Month  ,State_id  ,Year  ,TAVE (F) 
11,192,7,'046719',1999,85
12,193,7,'046719',1999,86
13,194,7,'046719',1999,84
14,195,7,'046719',1999,81
15,196,7,'046719',1999,76
16,197,7,'046719',1999,75
17,198,7,'046719',1999,78
18,199,7,'046719',1999,77
19,200,7,'046719',1999,74
20,201,7,'046719',1999,75
21,202,7,'046719',1999,74
22,203,7,'046719',1999,74
23,204,7,'046719',1999,76
24,205,7,'046719',1999,76
25,206,7,'046719',1999,75
26,207,7,'046719',1999,74
27,208,7,'046719',1999,72
28,209,7,'046719',1999,70
29,210,7,'046719',1999,74
30,211,7,'046719',1999,75
31,212,7,'046719',1999,77
1,213,8,'046719',1999,76
2,214,8,'046719',1999,79
3,215,8,'046719',1999,80
4,216,8,'046719',1999,80
5,217,8,'046719',1999,74
6,218,8,'046719',1999,71
7,219,8,'046719',1999,71
8,220,8,'046719',1999,72
9,221,8,'046719',1999,71
10,222,8,'046719',1999,70
11,223,8,'046719',1999,70
12,224,8,'046719',1999,74
13,225,8,'046719',1999,77
14,226,8,'046719',1999,75
15,227,8,'046719',1999,75
16,228,8,'046719',1999,75
17,229,8,'046719',1999,78
18,230,8,'046719',1999,77
19,231,8,'046719',1999,76
20,232,8,'046719',1999,76
21,233,8,'046719',1999,. 
22,234,8,'046719',1999,79
23,235,8,'046719',1999,80
24,236,8,'046719',1999,81
25,237,8,'046719',1999,83
26,238,8,'046719',1999,85
27,239,8,'046719',1999,82
28,240,8,'046719',1999,81
29,241,8,'046719',1999,78
30,242,8,'046719',1999,75
31,243,8,'046719',1999,72
1,244,9,'046719',1999,73
2,245,9,'046719',1999,70
3,246,9,'046719',1999,69
4,247,9,'046719',1999,73
5,248,9,'046719',1999,71
6,249,9,'046719',1999,72
7,250,9,'046719',1999,73
8,251,9,'046719',1999,74
9,252,9,'046719',1999,76
10,253,9,'046719',1999,74
11,254,9,'046719',1999,74
12,255,9,'046719',1999,74
13,256,9,'046719',1999,77
14,257,9,'046719',1999,73
15,258,9,'046719',1999,71
16,259,9,'046719',1999,68
17,260,9,'046719',1999,69
18,261,9,'046719',1999,71
19,262,9,'046719',1999,71
20,263,9,'046719',1999,72
21,264,9,'046719',1999,79
22,265,9,'046719',1999,80
23,266,9,'046719',1999,74
24,267,9,'046719',1999,. 
25,268,9,'046719',1999,75
26,269,9,'046719',1999,73
27,270,9,'046719',1999,74
28,271,9,'046719',1999,78
29,272,9,'046719',1999,84
30,273,9,'046719',1999,84
1,274,10,'046719',1999,81
2,275,10,'046719',1999,72
3,276,10,'046719',1999,74
4,277,10,'046719',1999,72
5,278,10,'046719',1999,72
6,279,10,'046719',1999,69
7,280,10,'046719',1999,72
8,281,10,'046719',1999,79
9,282,10,'046719',1999,82
10,283,10,'046719',1999,82
11,284,10,'046719',1999,79
12,285,10,'046719',1999,78
13,286,10,'046719',1999,81
14,287,10,'046719',1999,77
15,288,10,'046719',1999,72
16,289,10,'046719',1999,69
17,290,10,'046719',1999,70
18,291,10,'046719',1999,72
19,292,10,'046719',1999,76
20,293,10,'046719',1999,80
21,294,10,'046719',1999,79
22,295,10,'046719',1999,76
23,296,10,'046719',1999,72
24,297,10,'046719',1999,76
25,298,10,'046719',1999,76
26,299,10,'046719',1999,74
27,300,10,'046719',1999,67
28,301,10,'046719',1999,65
29,302,10,'046719',1999,71
30,303,10,'046719',1999,74
31,304,10,'046719',1999,75
1,305,11,'046719',1999,74
2,306,11,'046719',1999,69
3,307,11,'046719',1999,64
4,308,11,'046719',1999,60
5,309,11,'046719',1999,61
6,310,11,'046719',1999,62
7,311,11,'046719',1999,65
8,312,11,'046719',1999,61
9,313,11,'046719',1999,59
10,314,11,'046719',1999,61
11,315,11,'046719',1999,65
12,316,11,'046719',1999,69
13,317,11,'046719',1999,69
14,318,11,'046719',1999,64
15,319,11,'046719',1999,64
16,320,11,'046719',1999,64
17,321,11,'046719',1999,62
18,322,11,'046719',1999,58
19,323,11,'046719',1999,56
20,324,11,'046719',1999,59
21,325,11,'046719',1999,58
22,326,11,'046719',1999,57
23,327,11,'046719',1999,56
24,328,11,'046719',1999,57
25,329,11,'046719',1999,60
26,330,11,'046719',1999,64
27,331,11,'046719',1999,62
28,332,11,'046719',1999,60
29,333,11,'046719',1999,67
30,334,11,'046719',1999,61
1,335,12,'046719',1999,56
2,336,12,'046719',1999,58
3,337,12,'046719',1999,56
4,338,12,'046719',1999,57
5,339,12,'046719',1999,56
6,340,12,'046719',1999,56
7,341,12,'046719',1999,55
8,342,12,'046719',1999,54
9,343,12,'046719',1999,55
10,344,12,'046719',1999,52
11,345,12,'046719',1999,54
12,346,12,'046719',1999,58
13,347,12,'046719',1999,54
14,348,12,'046719',1999,55
15,349,12,'046719',1999,57
16,350,12,'046719',1999,63
17,351,12,'046719',1999,65
18,352,12,'046719',1999,63
19,353,12,'046719',1999,62
20,354,12,'046719',1999,65
21,355,12,'046719',1999,62
22,356,12,'046719',1999,. 
23,357,12,'046719',1999,60
24,358,12,'046719',1999,63
25,359,12,'046719',1999,. 
26,360,12,'046719',1999,61
27,361,12,'046719',1999,63
28,362,12,'046719',1999,62
29,363,12,'046719',1999,60
30,364,12,'046719',1999,58
31,365,12,'046719',1999,54
1,1,1,'046719',2000,51
2,2,1,'046719',2000,54
3,3,1,'046719',2000,52
4,4,1,'046719',2000,56
5,5,1,'046719',2000,56
6,6,1,'046719',2000,55
7,7,1,'046719',2000,54
8,8,1,'046719',2000,55
9,9,1,'046719',2000,55
10,10,1,'046719',2000,54
11,11,1,'046719',2000,55
12,12,1,'046719',2000,56
13,13,1,'046719',2000,61
14,14,1,'046719',2000,66
15,15,1,'046719',2000,67
16,16,1,'046719',2000,66
17,17,1,'046719',2000,63
18,18,1,'046719',2000,67
19,19,1,'046719',2000,65
20,20,1,'046719',2000,63
21,21,1,'046719',2000,59
22,22,1,'046719',2000,58
23,23,1,'046719',2000,57
24,24,1,'046719',2000,63
25,25,1,'046719',2000,63
26,26,1,'046719',2000,58
27,27,1,'046719',2000,57
28,28,1,'046719',2000,57
29,29,1,'046719',2000,58
30,30,1,'046719',2000,57
31,31,1,'046719',2000,57
1,32,2,'046719',2000,66
2,33,2,'046719',2000,66
3,34,2,'046719',2000,65
4,35,2,'046719',2000,62
5,36,2,'046719',2000,61
6,37,2,'046719',2000,61
7,38,2,'046719',2000,. 
8,39,2,'046719',2000,70
9,40,2,'046719',2000,63
10,41,2,'046719',2000,59
11,42,2,'046719',2000,53
12,43,2,'046719',2000,57
13,44,2,'046719',2000,55
14,45,2,'046719',2000,57
15,46,2,'046719',2000,58
16,47,2,'046719',2000,56
17,48,2,'046719',2000,54
18,49,2,'046719',2000,58
19,50,2,'046719',2000,62
20,51,2,'046719',2000,62
21,52,2,'046719',2000,50
22,53,2,'046719',2000,51
23,54,2,'046719',2000,51
24,55,2,'046719',2000,49
25,56,2,'046719',2000,53
26,57,2,'046719',2000,57
27,58,2,'046719',2000,58
28,59,2,'046719',2000,52
29,60,2,'046719',2000,55
1,61,3,'046719',2000,56
2,62,3,'046719',2000,59
3,63,3,'046719',2000,66
4,64,3,'046719',2000,52
5,65,3,'046719',2000,49
6,66,3,'046719',2000,. 
7,67,3,'046719',2000,50
8,68,3,'046719',2000,50
9,69,3,'046719',2000,54
10,70,3,'046719',2000,59
11,71,3,'046719',2000,66
12,72,3,'046719',2000,65
13,73,3,'046719',2000,64
14,74,3,'046719',2000,67
15,75,3,'046719',2000,66
16,76,3,'046719',2000,66
17,77,3,'046719',2000,67
18,78,3,'046719',2000,69
19,79,3,'046719',2000,69
20,80,3,'046719',2000,63
21,81,3,'046719',2000,65
22,82,3,'046719',2000,63
23,83,3,'046719',2000,60
24,84,3,'046719',2000,62
25,85,3,'046719',2000,59
26,86,3,'046719',2000,63
27,87,3,'046719',2000,61
28,88,3,'046719',2000,59
29,89,3,'046719',2000,58
30,90,3,'046719',2000,60
31,91,3,'046719',2000,66
1,92,4,'046719',2000,75
2,93,4,'046719',2000,71
3,94,4,'046719',2000,67
4,95,4,'046719',2000,70
5,96,4,'046719',2000,67
6,97,4,'046719',2000,68
7,98,4,'046719',2000,66
8,99,4,'046719',2000,69
9,100,4,'046719',2000,68
10,101,4,'046719',2000,64
11,102,4,'046719',2000,70
12,103,4,'046719',2000,73
13,104,4,'046719',2000,72
14,105,4,'046719',2000,65
15,106,4,'046719',2000,62
16,107,4,'046719',2000,63
17,108,4,'046719',2000,60
18,109,4,'046719',2000,56
19,110,4,'046719',2000,60
20,111,4,'046719',2000,67
21,112,4,'046719',2000,65
22,113,4,'046719',2000,61
23,114,4,'046719',2000,63
24,115,4,'046719',2000,67
25,116,4,'046719',2000,72
26,117,4,'046719',2000,77
27,118,4,'046719',2000,75
28,119,4,'046719',2000,67
29,120,4,'046719',2000,66
30,121,4,'046719',2000,72
1,122,5,'046719',2000,74
2,123,5,'046719',2000,72
3,124,5,'046719',2000,71
4,125,5,'046719',2000,71
5,126,5,'046719',2000,68
6,127,5,'046719',2000,69
7,128,5,'046719',2000,68
8,129,5,'046719',2000,68
9,130,5,'046719',2000,69
10,131,5,'046719',2000,67
11,132,5,'046719',2000,63
12,133,5,'046719',2000,68
13,134,5,'046719',2000,70
14,135,5,'046719',2000,70
15,136,5,'046719',2000,65
16,137,5,'046719',2000,64
17,138,5,'046719',2000,61
18,139,5,'046719',2000,70
19,140,5,'046719',2000,75
20,141,5,'046719',2000,79
21,142,5,'046719',2000,80
22,143,5,'046719',2000,76
23,144,5,'046719',2000,71
24,145,5,'046719',2000,65
25,146,5,'046719',2000,62
26,147,5,'046719',2000,68
27,148,5,'046719',2000,79
28,149,5,'046719',2000,81
29,150,5,'046719',2000,78
30,151,5,'046719',2000,76
31,152,5,'046719',2000,72
1,153,6,'046719',2000,73
2,154,6,'046719',2000,72
3,155,6,'046719',2000,73
4,156,6,'046719',2000,76
5,157,6,'046719',2000,74
6,158,6,'046719',2000,73
7,159,6,'046719',2000,72
8,160,6,'046719',2000,69
9,161,6,'046719',2000,66
10,162,6,'046719',2000,70
11,163,6,'046719',2000,72
12,164,6,'046719',2000,73
13,165,6,'046719',2000,77
14,166,6,'046719',2000,77
15,167,6,'046719',2000,75
16,168,6,'046719',2000,74
17,169,6,'046719',2000,75
18,170,6,'046719',2000,74
19,171,6,'046719',2000,72
20,172,6,'046719',2000,73
21,173,6,'046719',2000,74
22,174,6,'046719',2000,74
23,175,6,'046719',2000,75
24,176,6,'046719',2000,78
25,177,6,'046719',2000,80
26,178,6,'046719',2000,81
27,179,6,'046719',2000,83
28,180,6,'046719',2000,78
29,181,6,'046719',2000,78
30,182,6,'046719',2000,75
1,183,7,'046719',2000,77
2,184,7,'046719',2000,77
3,185,7,'046719',2000,75
4,186,7,'046719',2000,70
5,187,7,'046719',2000,70
6,188,7,'046719',2000,71
7,189,7,'046719',2000,70
8,190,7,'046719',2000,72
9,191,7,'046719',2000,71
10,192,7,'046719',2000,69
11,193,7,'046719',2000,70
12,194,7,'046719',2000,70
13,195,7,'046719',2000,72
14,196,7,'046719',2000,74
15,197,7,'046719',2000,76
16,198,7,'046719',2000,75
17,199,7,'046719',2000,73
18,200,7,'046719',2000,81
19,201,7,'046719',2000,83
20,202,7,'046719',2000,80
21,203,7,'046719',2000,78
22,204,7,'046719',2000,78
23,205,7,'046719',2000,. 
24,206,7,'046719',2000,79
25,207,7,'046719',2000,80
26,208,7,'046719',2000,77
27,209,7,'046719',2000,78
28,210,7,'046719',2000,79
29,211,7,'046719',2000,80
30,212,7,'046719',2000,80
31,213,7,'046719',2000,81
1,214,8,'046719',2000,84
2,215,8,'046719',2000,80
3,216,8,'046719',2000,80
4,217,8,'046719',2000,80
5,218,8,'046719',2000,83
6,219,8,'046719',2000,81
7,220,8,'046719',2000,77
8,221,8,'046719',2000,76
9,222,8,'046719',2000,78
10,223,8,'046719',2000,82
11,224,8,'046719',2000,85
12,225,8,'046719',2000,85
13,226,8,'046719',2000,85
14,227,8,'046719',2000,82
15,228,8,'046719',2000,83
16,229,8,'046719',2000,85
17,230,8,'046719',2000,83
18,231,8,'046719',2000,82
19,232,8,'046719',2000,82
20,233,8,'046719',2000,78
21,234,8,'046719',2000,75
22,235,8,'046719',2000,74
23,236,8,'046719',2000,76
24,237,8,'046719',2000,78
25,238,8,'046719',2000,79
26,239,8,'046719',2000,80
27,240,8,'046719',2000,78
28,241,8,'046719',2000,74
29,242,8,'046719',2000,73
30,243,8,'046719',2000,69
31,244,8,'046719',2000,72
1,245,9,'046719',2000,69
2,246,9,'046719',2000,70
3,247,9,'046719',2000,72
4,248,9,'046719',2000,75
5,249,9,'046719',2000,73
6,250,9,'046719',2000,74
7,251,9,'046719',2000,78
8,252,9,'046719',2000,76
9,253,9,'046719',2000,74
10,254,9,'046719',2000,76
11,255,9,'046719',2000,79
12,256,9,'046719',2000,86
13,257,9,'046719',2000,89
14,258,9,'046719',2000,81
15,259,9,'046719',2000,81
16,260,9,'046719',2000,88
17,261,9,'046719',2000,87
18,262,9,'046719',2000,83
19,263,9,'046719',2000,76
20,264,9,'046719',2000,75
21,265,9,'046719',2000,72
22,266,9,'046719',2000,67
23,267,9,'046719',2000,67
24,268,9,'046719',2000,74
25,269,9,'046719',2000,76
26,270,9,'046719',2000,74
27,271,9,'046719',2000,73
28,272,9,'046719',2000,71
29,273,9,'046719',2000,71
30,274,9,'046719',2000,72
1,275,10,'046719',2000,. 
2,276,10,'046719',2000,71
3,277,10,'046719',2000,71
4,278,10,'046719',2000,68
5,279,10,'046719',2000,72
6,280,10,'046719',2000,69
7,281,10,'046719',2000,68
8,282,10,'046719',2000,67
9,283,10,'046719',2000,66
10,284,10,'046719',2000,65
11,285,10,'046719',2000,60
12,286,10,'046719',2000,60
13,287,10,'046719',2000,64
14,288,10,'046719',2000,69
15,289,10,'046719',2000,68
16,290,10,'046719',2000,71
17,291,10,'046719',2000,72
18,292,10,'046719',2000,72
19,293,10,'046719',2000,68
20,294,10,'046719',2000,65
21,295,10,'046719',2000,68
22,296,10,'046719',2000,67
23,297,10,'046719',2000,65
24,298,10,'046719',2000,66
25,299,10,'046719',2000,66
26,300,10,'046719',2000,64
27,301,10,'046719',2000,60
28,302,10,'046719',2000,63
29,303,10,'046719',2000,63
30,304,10,'046719',2000,57
31,305,10,'046719',2000,58
1,306,11,'046719',2000,59
2,307,11,'046719',2000,62
3,308,11,'046719',2000,65
4,309,11,'046719',2000,63
5,310,11,'046719',2000,62
6,311,11,'046719',2000,60
7,312,11,'046719',2000,60
8,313,11,'046719',2000,59
9,314,11,'046719',2000,58
10,315,11,'046719',2000,53
11,316,11,'046719',2000,53
12,317,11,'046719',2000,53
13,318,11,'046719',2000,53
14,319,11,'046719',2000,50
15,320,11,'046719',2000,50
16,321,11,'046719',2000,50
17,322,11,'046719',2000,54
18,323,11,'046719',2000,57
19,324,11,'046719',2000,. 
20,325,11,'046719',2000,60
21,326,11,'046719',2000,65
22,327,11,'046719',2000,62
23,328,11,'046719',2000,56
24,329,11,'046719',2000,58
25,330,11,'046719',2000,63
26,331,11,'046719',2000,63
27,332,11,'046719',2000,61
28,333,11,'046719',2000,63
29,334,11,'046719',2000,62
30,335,11,'046719',2000,59
1,336,12,'046719',2000,57
2,337,12,'046719',2000,60
3,338,12,'046719',2000,62
4,339,12,'046719',2000,64
5,340,12,'046719',2000,70
6,341,12,'046719',2000,68
7,342,12,'046719',2000,68
8,343,12,'046719',2000,62
9,344,12,'046719',2000,61
10,345,12,'046719',2000,59
11,346,12,'046719',2000,55
12,347,12,'046719',2000,56
13,348,12,'046719',2000,. 
14,349,12,'046719',2000,51
15,350,12,'046719',2000,53
16,351,12,'046719',2000,62
17,352,12,'046719',2000,60
18,353,12,'046719',2000,. 
19,354,12,'046719',2000,62
20,355,12,'046719',2000,61
21,356,12,'046719',2000,61
22,357,12,'046719',2000,57
23,358,12,'046719',2000,57
24,359,12,'046719',2000,. 
25,360,12,'046719',2000,58
26,361,12,'046719',2000,60
27,362,12,'046719',2000,60
28,363,12,'046719',2000,59
29,364,12,'046719',2000,63
30,365,12,'046719',2000,63
31,366,12,'046719',2000,62
1,1,1,'046719',2001,64
2,2,1,'046719',2001,64
3,3,1,'046719',2001,63
4,4,1,'046719',2001,63
5,5,1,'046719',2001,63
6,6,1,'046719',2001,63
7,7,1,'046719',2001,60
8,8,1,'046719',2001,56
9,9,1,'046719',2001,55
10,10,1,'046719',2001,51
11,11,1,'046719',2001,47
12,12,1,'046719',2001,49
13,13,1,'046719',2001,52
14,14,1,'046719',2001,51
15,15,1,'046719',2001,50
16,16,1,'046719',2001,48
17,17,1,'046719',2001,51
18,18,1,'046719',2001,51
19,19,1,'046719',2001,53
20,20,1,'046719',2001,60
21,21,1,'046719',2001,60
22,22,1,'046719',2001,58
23,23,1,'046719',2001,53
24,24,1,'046719',2001,52
25,25,1,'046719',2001,48
26,26,1,'046719',2001,49
27,27,1,'046719',2001,50
28,28,1,'046719',2001,50
29,29,1,'046719',2001,48
30,30,1,'046719',2001,52
31,31,1,'046719',2001,54
1,32,2,'046719',2001,56
2,33,2,'046719',2001,59
3,34,2,'046719',2001,. 
4,35,2,'046719',2001,68
5,36,2,'046719',2001,71
6,37,2,'046719',2001,65
7,38,2,'046719',2001,51
8,39,2,'046719',2001,48
9,40,2,'046719',2001,48
10,41,2,'046719',2001,51
11,42,2,'046719',2001,49
12,43,2,'046719',2001,47
13,44,2,'046719',2001,47
14,45,2,'046719',2001,48
15,46,2,'046719',2001,50
16,47,2,'046719',2001,54
17,48,2,'046719',2001,57
18,49,2,'046719',2001,59
19,50,2,'046719',2001,56
20,51,2,'046719',2001,53
21,52,2,'046719',2001,56
22,53,2,'046719',2001,56
23,54,2,'046719',2001,50
24,55,2,'046719',2001,47
25,56,2,'046719',2001,49
26,57,2,'046719',2001,54
27,58,2,'046719',2001,51
28,59,2,'046719',2001,48
1,60,3,'046719',2001,54
2,61,3,'046719',2001,53
3,62,3,'046719',2001,56
4,63,3,'046719',2001,55
5,64,3,'046719',2001,58
6,65,3,'046719',2001,58
7,66,3,'046719',2001,59
8,67,3,'046719',2001,59
9,68,3,'046719',2001,59
10,69,3,'046719',2001,53
11,70,3,'046719',2001,55
12,71,3,'046719',2001,60
13,72,3,'046719',2001,60
14,73,3,'046719',2001,59
15,74,3,'046719',2001,61
16,75,3,'046719',2001,60
17,76,3,'046719',2001,62
18,77,3,'046719',2001,69
19,78,3,'046719',2001,73
20,79,3,'046719',2001,73
21,80,3,'046719',2001,68
22,81,3,'046719',2001,61
23,82,3,'046719',2001,61
24,83,3,'046719',2001,62
25,84,3,'046719',2001,62
26,85,3,'046719',2001,64
27,86,3,'046719',2001,65
28,87,3,'046719',2001,64
29,88,3,'046719',2001,65
30,89,3,'046719',2001,70
31,90,3,'046719',2001,67
1,91,4,'046719',2001,65
2,92,4,'046719',2001,60
3,93,4,'046719',2001,59
4,94,4,'046719',2001,53
5,95,4,'046719',2001,56
6,96,4,'046719',2001,54
7,97,4,'046719',2001,53
8,98,4,'046719',2001,52
9,99,4,'046719',2001,62
10,100,4,'046719',2001,53
11,101,4,'046719',2001,57
12,102,4,'046719',2001,55
13,103,4,'046719',2001,60
14,104,4,'046719',2001,61
15,105,4,'046719',2001,61
16,106,4,'046719',2001,65
17,107,4,'046719',2001,67
18,108,4,'046719',2001,67
19,109,4,'046719',2001,61
20,110,4,'046719',2001,58
21,111,4,'046719',2001,56
22,112,4,'046719',2001,61
23,113,4,'046719',2001,68
24,114,4,'046719',2001,72
25,115,4,'046719',2001,76
26,116,4,'046719',2001,71
27,117,4,'046719',2001,67
28,118,4,'046719',2001,64
29,119,4,'046719',2001,. 
30,120,4,'046719',2001,67
1,121,5,'046719',2001,66
2,122,5,'046719',2001,65
3,123,5,'046719',2001,68
4,124,5,'046719',2001,67
5,125,5,'046719',2001,70
6,126,5,'046719',2001,72
7,127,5,'046719',2001,74
8,128,5,'046719',2001,78
9,129,5,'046719',2001,77
10,130,5,'046719',2001,73
11,131,5,'046719',2001,71
12,132,5,'046719',2001,70
13,133,5,'046719',2001,67
14,134,5,'046719',2001,65
15,135,5,'046719',2001,69
16,136,5,'046719',2001,69
17,137,5,'046719',2001,71
18,138,5,'046719',2001,69
19,139,5,'046719',2001,. 
20,140,5,'046719',2001,67
21,141,5,'046719',2001,69
22,142,5,'046719',2001,74
23,143,5,'046719',2001,78
24,144,5,'046719',2001,76
25,145,5,'046719',2001,72
26,146,5,'046719',2001,72
27,147,5,'046719',2001,68
28,148,5,'046719',2001,64
29,149,5,'046719',2001,70
30,150,5,'046719',2001,72
31,151,5,'046719',2001,75
1,152,6,'046719',2001,71
2,153,6,'046719',2001,71
3,154,6,'046719',2001,68
4,155,6,'046719',2001,67
5,156,6,'046719',2001,67
6,157,6,'046719',2001,72
7,158,6,'046719',2001,73
8,159,6,'046719',2001,74
9,160,6,'046719',2001,76
10,161,6,'046719',2001,75
11,162,6,'046719',2001,. 
12,163,6,'046719',2001,74
13,164,6,'046719',2001,. 
14,165,6,'046719',2001,. 
15,166,6,'046719',2001,. 
16,167,6,'046719',2001,77
17,168,6,'046719',2001,77
18,169,6,'046719',2001,77
19,170,6,'046719',2001,78
20,171,6,'046719',2001,78
21,172,6,'046719',2001,79
22,173,6,'046719',2001,81
23,174,6,'046719',2001,. 
24,175,6,'046719',2001,79
25,176,6,'046719',2001,75
26,177,6,'046719',2001,73
27,178,6,'046719',2001,73
28,179,6,'046719',2001,75
29,180,6,'046719',2001,76
30,181,6,'046719',2001,78
1,182,7,'046719',2001,79
2,183,7,'046719',2001,81
3,184,7,'046719',2001,81
4,185,7,'046719',2001,84
5,186,7,'046719',2001,78
6,187,7,'046719',2001,77
7,188,7,'046719',2001,80
8,189,7,'046719',2001,78
9,190,7,'046719',2001,72
10,191,7,'046719',2001,70
11,192,7,'046719',2001,70
12,193,7,'046719',2001,72
13,194,7,'046719',2001,74
14,195,7,'046719',2001,77
15,196,7,'046719',2001,76
16,197,7,'046719',2001,71
17,198,7,'046719',2001,69
18,199,7,'046719',2001,70
19,200,7,'046719',2001,71
20,201,7,'046719',2001,70
21,202,7,'046719',2001,74
22,203,7,'046719',2001,75
23,204,7,'046719',2001,71
24,205,7,'046719',2001,71
25,206,7,'046719',2001,. 
26,207,7,'046719',2001,73
27,208,7,'046719',2001,74
28,209,7,'046719',2001,77
29,210,7,'046719',2001,77
30,211,7,'046719',2001,74
31,212,7,'046719',2001,72
1,213,8,'046719',2001,72
2,214,8,'046719',2001,73
3,215,8,'046719',2001,72
4,216,8,'046719',2001,74
5,217,8,'046719',2001,79
6,218,8,'046719',2001,81
7,219,8,'046719',2001,82
8,220,8,'046719',2001,80
9,221,8,'046719',2001,74
10,222,8,'046719',2001,75
11,223,8,'046719',2001,79
12,224,8,'046719',2001,79
13,225,8,'046719',2001,77
14,226,8,'046719',2001,81
15,227,8,'046719',2001,80
16,228,8,'046719',2001,80
17,229,8,'046719',2001,79
18,230,8,'046719',2001,83
19,231,8,'046719',2001,84
20,232,8,'046719',2001,79
21,233,8,'046719',2001,74
22,234,8,'046719',2001,71
23,235,8,'046719',2001,71
24,236,8,'046719',2001,75
25,237,8,'046719',2001,78
26,238,8,'046719',2001,76
27,239,8,'046719',2001,78
28,240,8,'046719',2001,75
29,241,8,'046719',2001,74
30,242,8,'046719',2001,74
31,243,8,'046719',2001,73
1,244,9,'046719',2001,77
2,245,9,'046719',2001,82
3,246,9,'046719',2001,76
4,247,9,'046719',2001,77
5,248,9,'046719',2001,76
6,249,9,'046719',2001,74
7,250,9,'046719',2001,71
8,251,9,'046719',2001,72
9,252,9,'046719',2001,72
10,253,9,'046719',2001,69
11,254,9,'046719',2001,71
12,255,9,'046719',2001,71
13,256,9,'046719',2001,73
14,257,9,'046719',2001,76
15,258,9,'046719',2001,77
16,259,9,'046719',2001,74
17,260,9,'046719',2001,74
18,261,9,'046719',2001,70
19,262,9,'046719',2001,71
20,263,9,'046719',2001,69
21,264,9,'046719',2001,73
22,265,9,'046719',2001,77
23,266,9,'046719',2001,76
24,267,9,'046719',2001,80
25,268,9,'046719',2001,82
26,269,9,'046719',2001,80
27,270,9,'046719',2001,79
28,271,9,'046719',2001,77
29,272,9,'046719',2001,81
30,273,9,'046719',2001,86
1,274,10,'046719',2001,81
2,275,10,'046719',2001,79
3,276,10,'046719',2001,74
4,277,10,'046719',2001,72
5,278,10,'046719',2001,71
6,279,10,'046719',2001,. 
7,280,10,'046719',2001,. 
8,281,10,'046719',2001,67
9,282,10,'046719',2001,65
10,283,10,'046719',2001,69
11,284,10,'046719',2001,67
12,285,10,'046719',2001,71
13,286,10,'046719',2001,77
14,287,10,'046719',2001,77
15,288,10,'046719',2001,74
16,289,10,'046719',2001,74
17,290,10,'046719',2001,69
18,291,10,'046719',2001,69
19,292,10,'046719',2001,69
20,293,10,'046719',2001,71
21,294,10,'046719',2001,69
22,295,10,'046719',2001,65
23,296,10,'046719',2001,63
24,297,10,'046719',2001,67
25,298,10,'046719',2001,68
26,299,10,'046719',2001,70
27,300,10,'046719',2001,71
28,301,10,'046719',2001,67
29,302,10,'046719',2001,64
30,303,10,'046719',2001,61
31,304,10,'046719',2001,62
1,305,11,'046719',2001,63
2,306,11,'046719',2001,61
3,307,11,'046719',2001,65
4,308,11,'046719',2001,69
5,309,11,'046719',2001,68
6,310,11,'046719',2001,66
7,311,11,'046719',2001,64
8,312,11,'046719',2001,70
9,313,11,'046719',2001,70
10,314,11,'046719',2001,66
11,315,11,'046719',2001,66
12,316,11,'046719',2001,. 
13,317,11,'046719',2001,56
14,318,11,'046719',2001,59
15,319,11,'046719',2001,65
16,320,11,'046719',2001,63
17,321,11,'046719',2001,66
18,322,11,'046719',2001,65
19,323,11,'046719',2001,66
20,324,11,'046719',2001,66
21,325,11,'046719',2001,62
22,326,11,'046719',2001,60
23,327,11,'046719',2001,60
24,328,11,'046719',2001,59
25,329,11,'046719',2001,. 
26,330,11,'046719',2001,60
27,331,11,'046719',2001,52
28,332,11,'046719',2001,49
29,333,11,'046719',2001,52
30,334,11,'046719',2001,52
1,335,12,'046719',2001,55
2,336,12,'046719',2001,55
3,337,12,'046719',2001,55
4,338,12,'046719',2001,53
5,339,12,'046719',2001,51
6,340,12,'046719',2001,58
7,341,12,'046719',2001,62
8,342,12,'046719',2001,64
9,343,12,'046719',2001,59
10,344,12,'046719',2001,50
11,345,12,'046719',2001,50
12,346,12,'046719',2001,52
13,347,12,'046719',2001,50
14,348,12,'046719',2001,51
15,349,12,'046719',2001,53
16,350,12,'046719',2001,52
17,351,12,'046719',2001,52
18,352,12,'046719',2001,56
19,353,12,'046719',2001,56
20,354,12,'046719',2001,60
21,355,12,'046719',2001,52
22,356,12,'046719',2001,52
23,357,12,'046719',2001,. 
24,358,12,'046719',2001,53
25,359,12,'046719',2001,55
26,360,12,'046719',2001,58
27,361,12,'046719',2001,. 
28,362,12,'046719',2001,59
29,363,12,'046719',2001,60
30,364,12,'046719',2001,57
31,365,12,'046719',2001,58
1,1,1,'046719',2002,56
2,2,1,'046719',2002,55
3,3,1,'046719',2002,55
4,4,1,'046719',2002,53
5,5,1,'046719',2002,59
6,6,1,'046719',2002,62
7,7,1,'046719',2002,64
8,8,1,'046719',2002,65
9,9,1,'046719',2002,61
10,10,1,'046719',2002,59
11,11,1,'046719',2002,62
12,12,1,'046719',2002,65
13,13,1,'046719',2002,61
14,14,1,'046719',2002,60
15,15,1,'046719',2002,56
16,16,1,'046719',2002,55
17,17,1,'046719',2002,52
18,18,1,'046719',2002,51
19,19,1,'046719',2002,55
20,20,1,'046719',2002,53
21,21,1,'046719',2002,54
