Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC,,,,,
Day  ,JD  ,Month  ,State_id  ,Year  ,TAVE (F) 
11,192,7,'419532',1999,76
12,193,7,'419532',1999,75
13,194,7,'419532',1999,75
14,195,7,'419532',1999,82
15,196,7,'419532',1999,82
16,197,7,'419532',1999,82
17,198,7,'419532',1999,83
18,199,7,'419532',1999,83
19,200,7,'419532',1999,81
20,201,7,'419532',1999,82
21,202,7,'419532',1999,83
22,203,7,'419532',1999,81
23,204,7,'419532',1999,84
24,205,7,'419532',1999,86
25,206,7,'419532',1999,85
26,207,7,'419532',1999,85
27,208,7,'419532',1999,86
28,209,7,'419532',1999,87
29,210,7,'419532',1999,87
30,211,7,'419532',1999,88
31,212,7,'419532',1999,89
1,213,8,'419532',1999,87
2,214,8,'419532',1999,86
3,215,8,'419532',1999,85
4,216,8,'419532',1999,84
5,217,8,'419532',1999,84
6,218,8,'419532',1999,84
7,219,8,'419532',1999,88
8,220,8,'419532',1999,90
9,221,8,'419532',1999,90
10,222,8,'419532',1999,91
11,223,8,'419532',1999,92
12,224,8,'419532',1999,91
13,225,8,'419532',1999,91
14,226,8,'419532',1999,86
15,227,8,'419532',1999,86
16,228,8,'419532',1999,82
17,229,8,'419532',1999,81
18,230,8,'419532',1999,84
19,231,8,'419532',1999,86
20,232,8,'419532',1999,88
21,233,8,'419532',1999,79
22,234,8,'419532',1999,81
23,235,8,'419532',1999,87
24,236,8,'419532',1999,86
25,237,8,'419532',1999,82
26,238,8,'419532',1999,86
27,239,8,'419532',1999,91
28,240,8,'419532',1999,86
29,241,8,'419532',1999,87
30,242,8,'419532',1999,82
31,243,8,'419532',1999,80
1,244,9,'419532',1999,82
2,245,9,'419532',1999,80
3,246,9,'419532',1999,80
4,247,9,'419532',1999,83
5,248,9,'419532',1999,86
6,249,9,'419532',1999,81
7,250,9,'419532',1999,81
8,251,9,'419532',1999,85
9,252,9,'419532',1999,81
10,253,9,'419532',1999,78
11,254,9,'419532',1999,83
12,255,9,'419532',1999,85
13,256,9,'419532',1999,81
14,257,9,'419532',1999,69
15,258,9,'419532',1999,69
16,259,9,'419532',1999,72
17,260,9,'419532',1999,71
18,261,9,'419532',1999,76
19,262,9,'419532',1999,78
20,263,9,'419532',1999,83
21,264,9,'419532',1999,73
22,265,9,'419532',1999,57
23,266,9,'419532',1999,58
24,267,9,'419532',1999,64
25,268,9,'419532',1999,78
26,269,9,'419532',1999,79
27,270,9,'419532',1999,81
28,271,9,'419532',1999,80
29,272,9,'419532',1999,66
30,273,9,'419532',1999,56
1,274,10,'419532',1999,62
2,275,10,'419532',1999,67
3,276,10,'419532',1999,74
4,277,10,'419532',1999,64
5,278,10,'419532',1999,65
6,279,10,'419532',1999,68
7,280,10,'419532',1999,65
8,281,10,'419532',1999,71
9,282,10,'419532',1999,71
10,283,10,'419532',1999,70
11,284,10,'419532',1999,70
12,285,10,'419532',1999,69
13,286,10,'419532',1999,71
14,287,10,'419532',1999,72
15,288,10,'419532',1999,71
16,289,10,'419532',1999,76
17,290,10,'419532',1999,52
18,291,10,'419532',1999,54
19,292,10,'419532',1999,55
20,293,10,'419532',1999,54
21,294,10,'419532',1999,58
22,295,10,'419532',1999,64
23,296,10,'419532',1999,64
24,297,10,'419532',1999,54
25,298,10,'419532',1999,63
26,299,10,'419532',1999,63
27,300,10,'419532',1999,61
28,301,10,'419532',1999,65
29,302,10,'419532',1999,70
30,303,10,'419532',1999,56
31,304,10,'419532',1999,53
1,305,11,'419532',1999,61
2,306,11,'419532',1999,51
3,307,11,'419532',1999,46
4,308,11,'419532',1999,60
5,309,11,'419532',1999,67
6,310,11,'419532',1999,69
7,311,11,'419532',1999,65
8,312,11,'419532',1999,66
9,313,11,'419532',1999,64
10,314,11,'419532',1999,68
11,315,11,'419532',1999,64
12,316,11,'419532',1999,64
13,317,11,'419532',1999,64
14,318,11,'419532',1999,65
15,319,11,'419532',1999,63
16,320,11,'419532',1999,61
17,321,11,'419532',1999,61
18,322,11,'419532',1999,67
19,323,11,'419532',1999,63
20,324,11,'419532',1999,52
21,325,11,'419532',1999,61
22,326,11,'419532',1999,66
23,327,11,'419532',1999,60
24,328,11,'419532',1999,45
25,329,11,'419532',1999,44
26,330,11,'419532',1999,50
27,331,11,'419532',1999,63
28,332,11,'419532',1999,57
29,333,11,'419532',1999,55
30,334,11,'419532',1999,49
1,335,12,'419532',1999,56
2,336,12,'419532',1999,60
3,337,12,'419532',1999,67
4,338,12,'419532',1999,56
5,339,12,'419532',1999,44
6,340,12,'419532',1999,38
7,341,12,'419532',1999,46
8,342,12,'419532',1999,58
9,343,12,'419532',1999,48
10,344,12,'419532',1999,43
11,345,12,'419532',1999,44
12,346,12,'419532',1999,39
13,347,12,'419532',1999,43
14,348,12,'419532',1999,49
15,349,12,'419532',1999,48
16,350,12,'419532',1999,43
17,351,12,'419532',1999,51
18,352,12,'419532',1999,46
19,353,12,'419532',1999,46
20,354,12,'419532',1999,37
21,355,12,'419532',1999,39
22,356,12,'419532',1999,35
23,357,12,'419532',1999,39
24,358,12,'419532',1999,44
25,359,12,'419532',1999,40
26,360,12,'419532',1999,43
27,361,12,'419532',1999,47
28,362,12,'419532',1999,48
29,363,12,'419532',1999,51
30,364,12,'419532',1999,48
31,365,12,'419532',1999,52
1,1,1,'419532',2000,53
2,2,1,'419532',2000,62
3,3,1,'419532',2000,54
4,4,1,'419532',2000,37
5,5,1,'419532',2000,38
6,6,1,'419532',2000,45
7,7,1,'419532',2000,39
8,8,1,'419532',2000,48
9,9,1,'419532',2000,54
10,10,1,'419532',2000,53
11,11,1,'419532',2000,53
12,12,1,'419532',2000,61
13,13,1,'419532',2000,56
14,14,1,'419532',2000,42
15,15,1,'419532',2000,46
16,16,1,'419532',2000,64
17,17,1,'419532',2000,65
18,18,1,'419532',2000,54
19,19,1,'419532',2000,55
20,20,1,'419532',2000,43
21,21,1,'419532',2000,41
22,22,1,'419532',2000,49
23,23,1,'419532',2000,52
24,24,1,'419532',2000,37
25,25,1,'419532',2000,40
26,26,1,'419532',2000,36
27,27,1,'419532',2000,31
28,28,1,'419532',2000,26
29,29,1,'419532',2000,31
30,30,1,'419532',2000,32
31,31,1,'419532',2000,32
1,32,2,'419532',2000,39
2,33,2,'419532',2000,40
3,34,2,'419532',2000,51
4,35,2,'419532',2000,44
5,36,2,'419532',2000,36
6,37,2,'419532',2000,42
7,38,2,'419532',2000,53
8,39,2,'419532',2000,49
9,40,2,'419532',2000,53
10,41,2,'419532',2000,58
11,42,2,'419532',2000,52
12,43,2,'419532',2000,44
13,44,2,'419532',2000,51
14,45,2,'419532',2000,48
15,46,2,'419532',2000,61
16,47,2,'419532',2000,58
17,48,2,'419532',2000,62
18,49,2,'419532',2000,58
19,50,2,'419532',2000,42
20,51,2,'419532',2000,47
21,52,2,'419532',2000,54
22,53,2,'419532',2000,61
23,54,2,'419532',2000,62
24,55,2,'419532',2000,63
25,56,2,'419532',2000,71
26,57,2,'419532',2000,58
27,58,2,'419532',2000,50
28,59,2,'419532',2000,55
29,60,2,'419532',2000,69
1,61,3,'419532',2000,56
2,62,3,'419532',2000,65
3,63,3,'419532',2000,48
4,64,3,'419532',2000,47
5,65,3,'419532',2000,52
6,66,3,'419532',2000,60
7,67,3,'419532',2000,68
8,68,3,'419532',2000,64
9,69,3,'419532',2000,56
10,70,3,'419532',2000,55
11,71,3,'419532',2000,44
12,72,3,'419532',2000,45
13,73,3,'419532',2000,52
14,74,3,'419532',2000,53
15,75,3,'419532',2000,62
16,76,3,'419532',2000,59
17,77,3,'419532',2000,41
18,78,3,'419532',2000,52
19,79,3,'419532',2000,56
20,80,3,'419532',2000,54
21,81,3,'419532',2000,47
22,82,3,'419532',2000,61
23,83,3,'419532',2000,64
24,84,3,'419532',2000,65
25,85,3,'419532',2000,71
26,86,3,'419532',2000,71
27,87,3,'419532',2000,66
28,88,3,'419532',2000,66
29,89,3,'419532',2000,63
30,90,3,'419532',2000,53
31,91,3,'419532',2000,54
1,92,4,'419532',2000,55
2,93,4,'419532',2000,53
3,94,4,'419532',2000,51
4,95,4,'419532',2000,50
5,96,4,'419532',2000,59
6,97,4,'419532',2000,69
7,98,4,'419532',2000,74
8,99,4,'419532',2000,52
9,100,4,'419532',2000,52
10,101,4,'419532',2000,58
11,102,4,'419532',2000,68
12,103,4,'419532',2000,55
13,104,4,'419532',2000,58
14,105,4,'419532',2000,59
15,106,4,'419532',2000,63
16,107,4,'419532',2000,67
17,108,4,'419532',2000,61
18,109,4,'419532',2000,72
19,110,4,'419532',2000,72
20,111,4,'419532',2000,64
21,112,4,'419532',2000,59
22,113,4,'419532',2000,59
23,114,4,'419532',2000,63
24,115,4,'419532',2000,60
25,116,4,'419532',2000,64
26,117,4,'419532',2000,66
27,118,4,'419532',2000,67
28,119,4,'419532',2000,64
29,120,4,'419532',2000,66
30,121,4,'419532',2000,66
1,122,5,'419532',2000,68
2,123,5,'419532',2000,61
3,124,5,'419532',2000,65
4,125,5,'419532',2000,67
5,126,5,'419532',2000,68
6,127,5,'419532',2000,75
7,128,5,'419532',2000,79
8,129,5,'419532',2000,80
9,130,5,'419532',2000,81
10,131,5,'419532',2000,80
11,132,5,'419532',2000,74
12,133,5,'419532',2000,82
13,134,5,'419532',2000,67
14,135,5,'419532',2000,65
15,136,5,'419532',2000,69
16,137,5,'419532',2000,78
17,138,5,'419532',2000,77
18,139,5,'419532',2000,81
19,140,5,'419532',2000,61
20,141,5,'419532',2000,67
21,142,5,'419532',2000,73
22,143,5,'419532',2000,79
23,144,5,'419532',2000,83
24,145,5,'419532',2000,87
25,146,5,'419532',2000,81
26,147,5,'419532',2000,84
27,148,5,'419532',2000,84
28,149,5,'419532',2000,77
29,150,5,'419532',2000,76
30,151,5,'419532',2000,80
31,152,5,'419532',2000,80
1,153,6,'419532',2000,81
2,154,6,'419532',2000,79
3,155,6,'419532',2000,74
4,156,6,'419532',2000,73
5,157,6,'419532',2000,74
6,158,6,'419532',2000,69
7,159,6,'419532',2000,68
8,160,6,'419532',2000,69
9,161,6,'419532',2000,76
10,162,6,'419532',2000,76
11,163,6,'419532',2000,76
12,164,6,'419532',2000,78
13,165,6,'419532',2000,78
14,166,6,'419532',2000,80
15,167,6,'419532',2000,77
16,168,6,'419532',2000,79
17,169,6,'419532',2000,78
18,170,6,'419532',2000,72
19,171,6,'419532',2000,77
20,172,6,'419532',2000,80
21,173,6,'419532',2000,84
22,174,6,'419532',2000,80
23,175,6,'419532',2000,82
24,176,6,'419532',2000,83
25,177,6,'419532',2000,82
26,178,6,'419532',2000,81
27,179,6,'419532',2000,81
28,180,6,'419532',2000,79
29,181,6,'419532',2000,77
30,182,6,'419532',2000,78
1,183,7,'419532',2000,80
2,184,7,'419532',2000,83
3,185,7,'419532',2000,82
4,186,7,'419532',2000,81
5,187,7,'419532',2000,82
6,188,7,'419532',2000,79
7,189,7,'419532',2000,80
8,190,7,'419532',2000,81
9,191,7,'419532',2000,83
10,192,7,'419532',2000,86
11,193,7,'419532',2000,87
12,194,7,'419532',2000,88
13,195,7,'419532',2000,88
14,196,7,'419532',2000,86
15,197,7,'419532',2000,86
16,198,7,'419532',2000,89
17,199,7,'419532',2000,84
18,200,7,'419532',2000,88
19,201,7,'419532',2000,87
20,202,7,'419532',2000,86
21,203,7,'419532',2000,84
22,204,7,'419532',2000,82
23,205,7,'419532',2000,79
24,206,7,'419532',2000,76
25,207,7,'419532',2000,81
26,208,7,'419532',2000,82
27,209,7,'419532',2000,83
28,210,7,'419532',2000,80
29,211,7,'419532',2000,81
30,212,7,'419532',2000,79
31,213,7,'419532',2000,79
1,214,8,'419532',2000,79
2,215,8,'419532',2000,82
3,216,8,'419532',2000,86
4,217,8,'419532',2000,88
5,218,8,'419532',2000,88
6,219,8,'419532',2000,89
7,220,8,'419532',2000,89
8,221,8,'419532',2000,88
9,222,8,'419532',2000,85
10,223,8,'419532',2000,86
11,224,8,'419532',2000,83
12,225,8,'419532',2000,84
13,226,8,'419532',2000,84
14,227,8,'419532',2000,80
15,228,8,'419532',2000,80
16,229,8,'419532',2000,87
17,230,8,'419532',2000,88
18,231,8,'419532',2000,87
19,232,8,'419532',2000,87
20,233,8,'419532',2000,86
21,234,8,'419532',2000,88
22,235,8,'419532',2000,86
23,236,8,'419532',2000,84
24,237,8,'419532',2000,84
25,238,8,'419532',2000,85
26,239,8,'419532',2000,86
27,240,8,'419532',2000,86
28,241,8,'419532',2000,88
29,242,8,'419532',2000,87
30,243,8,'419532',2000,88
31,244,8,'419532',2000,89
1,245,9,'419532',2000,87
2,246,9,'419532',2000,88
3,247,9,'419532',2000,90
4,248,9,'419532',2000,89
5,249,9,'419532',2000,86
6,250,9,'419532',2000,81
7,251,9,'419532',2000,77
8,252,9,'419532',2000,77
9,253,9,'419532',2000,77
10,254,9,'419532',2000,86
11,255,9,'419532',2000,88
12,256,9,'419532',2000,86
13,257,9,'419532',2000,83
14,258,9,'419532',2000,80
15,259,9,'419532',2000,79
16,260,9,'419532',2000,72
17,261,9,'419532',2000,67
18,262,9,'419532',2000,68
19,263,9,'419532',2000,68
20,264,9,'419532',2000,81
21,265,9,'419532',2000,78
22,266,9,'419532',2000,82
23,267,9,'419532',2000,84
24,268,9,'419532',2000,63
25,269,9,'419532',2000,55
26,270,9,'419532',2000,56
27,271,9,'419532',2000,60
28,272,9,'419532',2000,62
29,273,9,'419532',2000,63
30,274,9,'419532',2000,65
1,275,10,'419532',2000,67
2,276,10,'419532',2000,69
3,277,10,'419532',2000,81
4,278,10,'419532',2000,81
5,279,10,'419532',2000,79
6,280,10,'419532',2000,58
7,281,10,'419532',2000,51
8,282,10,'419532',2000,46
9,283,10,'419532',2000,45
10,284,10,'419532',2000,49
11,285,10,'419532',2000,58
12,286,10,'419532',2000,68
13,287,10,'419532',2000,69
14,288,10,'419532',2000,71
15,289,10,'419532',2000,73
16,290,10,'419532',2000,70
17,291,10,'419532',2000,63
18,292,10,'419532',2000,69
19,293,10,'419532',2000,65
20,294,10,'419532',2000,66
21,295,10,'419532',2000,66
22,296,10,'419532',2000,71
23,297,10,'419532',2000,70
24,298,10,'419532',2000,71
25,299,10,'419532',2000,71
26,300,10,'419532',2000,73
27,301,10,'419532',2000,70
28,302,10,'419532',2000,72
29,303,10,'419532',2000,67
30,304,10,'419532',2000,71
31,305,10,'419532',2000,70
1,306,11,'419532',2000,70
2,307,11,'419532',2000,60
3,308,11,'419532',2000,54
4,309,11,'419532',2000,61
5,310,11,'419532',2000,61
6,311,11,'419532',2000,56
7,312,11,'419532',2000,45
8,313,11,'419532',2000,38
9,314,11,'419532',2000,43
10,315,11,'419532',2000,44
11,316,11,'419532',2000,45
12,317,11,'419532',2000,48
13,318,11,'419532',2000,38
14,319,11,'419532',2000,39
15,320,11,'419532',2000,41
16,321,11,'419532',2000,49
17,322,11,'419532',2000,40
18,323,11,'419532',2000,40
19,324,11,'419532',2000,45
20,325,11,'419532',2000,40
21,326,11,'419532',2000,41
22,327,11,'419532',2000,43
23,328,11,'419532',2000,42
24,329,11,'419532',2000,52
25,330,11,'419532',2000,50
26,331,11,'419532',2000,50
27,332,11,'419532',2000,51
28,333,11,'419532',2000,52
29,334,11,'419532',2000,48
30,335,11,'419532',2000,46
1,336,12,'419532',2000,43
2,337,12,'419532',2000,43
3,338,12,'419532',2000,37
4,339,12,'419532',2000,40
5,340,12,'419532',2000,43
6,341,12,'419532',2000,45
7,342,12,'419532',2000,43
8,343,12,'419532',2000,42
9,344,12,'419532',2000,47
10,345,12,'419532',2000,56
11,346,12,'419532',2000,37
12,347,12,'419532',2000,23
13,348,12,'419532',2000,27
14,349,12,'419532',2000,35
15,350,12,'419532',2000,42
16,351,12,'419532',2000,36
17,352,12,'419532',2000,39
18,353,12,'419532',2000,35
19,354,12,'419532',2000,36
20,355,12,'419532',2000,45
21,356,12,'419532',2000,38
22,357,12,'419532',2000,32
23,358,12,'419532',2000,37
24,359,12,'419532',2000,35
25,360,12,'419532',2000,35
26,361,12,'419532',2000,32
27,362,12,'419532',2000,29
28,363,12,'419532',2000,37
29,364,12,'419532',2000,36
30,365,12,'419532',2000,31
31,366,12,'419532',2000,27
1,1,1,'419532',2001,26
2,2,1,'419532',2001,27
3,3,1,'419532',2001,37
4,4,1,'419532',2001,44
5,5,1,'419532',2001,46
6,6,1,'419532',2001,47
7,7,1,'419532',2001,43
8,8,1,'419532',2001,43
9,9,1,'419532',2001,42
10,10,1,'419532',2001,33
11,11,1,'419532',2001,42
12,12,1,'419532',2001,39
13,13,1,'419532',2001,45
14,14,1,'419532',2001,47
15,15,1,'419532',2001,39
16,16,1,'419532',2001,35
17,17,1,'419532',2001,39
18,18,1,'419532',2001,34
19,19,1,'419532',2001,36
20,20,1,'419532',2001,30
21,21,1,'419532',2001,32
22,22,1,'419532',2001,38
23,23,1,'419532',2001,40
24,24,1,'419532',2001,46
25,25,1,'419532',2001,42
26,26,1,'419532',2001,48
27,27,1,'419532',2001,41
28,28,1,'419532',2001,44
29,29,1,'419532',2001,45
30,30,1,'419532',2001,48
31,31,1,'419532',2001,44
1,32,2,'419532',2001,40
2,33,2,'419532',2001,37
3,34,2,'419532',2001,45
4,35,2,'419532',2001,49
5,36,2,'419532',2001,46
6,37,2,'419532',2001,48
7,38,2,'419532',2001,54
8,39,2,'419532',2001,63
9,40,2,'419532',2001,53
10,41,2,'419532',2001,32
11,42,2,'419532',2001,35
12,43,2,'419532',2001,43
13,44,2,'419532',2001,54
14,45,2,'419532',2001,59
15,46,2,'419532',2001,42
16,47,2,'419532',2001,36
17,48,2,'419532',2001,36
18,49,2,'419532',2001,38
19,50,2,'419532',2001,46
20,51,2,'419532',2001,61
21,52,2,'419532',2001,50
22,53,2,'419532',2001,42
23,54,2,'419532',2001,50
24,55,2,'419532',2001,57
25,56,2,'419532',2001,54
26,57,2,'419532',2001,53
27,58,2,'419532',2001,54
28,59,2,'419532',2001,32
1,60,3,'419532',2001,41
2,61,3,'419532',2001,51
3,62,3,'419532',2001,50
4,63,3,'419532',2001,47
5,64,3,'419532',2001,49
6,65,3,'419532',2001,49
7,66,3,'419532',2001,53
8,67,3,'419532',2001,48
9,68,3,'419532',2001,50
10,69,3,'419532',2001,48
11,70,3,'419532',2001,56
12,71,3,'419532',2001,57
13,72,3,'419532',2001,53
14,73,3,'419532',2001,55
15,74,3,'419532',2001,55
16,75,3,'419532',2001,45
17,76,3,'419532',2001,45
18,77,3,'419532',2001,45
19,78,3,'419532',2001,47
20,79,3,'419532',2001,47
21,80,3,'419532',2001,53
22,81,3,'419532',2001,64
23,82,3,'419532',2001,60
24,83,3,'419532',2001,55
25,84,3,'419532',2001,46
26,85,3,'419532',2001,43
27,86,3,'419532',2001,40
28,87,3,'419532',2001,43
29,88,3,'419532',2001,49
30,89,3,'419532',2001,50
31,90,3,'419532',2001,56
1,91,4,'419532',2001,57
2,92,4,'419532',2001,59
3,93,4,'419532',2001,70
4,94,4,'419532',2001,70
5,95,4,'419532',2001,67
6,96,4,'419532',2001,72
7,97,4,'419532',2001,68
8,98,4,'419532',2001,73
9,99,4,'419532',2001,74
10,100,4,'419532',2001,75
11,101,4,'419532',2001,68
12,102,4,'419532',2001,59
13,103,4,'419532',2001,64
14,104,4,'419532',2001,65
15,105,4,'419532',2001,73
16,106,4,'419532',2001,64
17,107,4,'419532',2001,48
18,108,4,'419532',2001,53
19,109,4,'419532',2001,60
20,110,4,'419532',2001,67
21,111,4,'419532',2001,71
22,112,4,'419532',2001,74
23,113,4,'419532',2001,62
24,114,4,'419532',2001,56
25,115,4,'419532',2001,59
26,116,4,'419532',2001,64
27,117,4,'419532',2001,66
28,118,4,'419532',2001,63
29,119,4,'419532',2001,63
30,120,4,'419532',2001,67
1,121,5,'419532',2001,72
2,122,5,'419532',2001,75
3,123,5,'419532',2001,72
4,124,5,'419532',2001,73
5,125,5,'419532',2001,66
6,126,5,'419532',2001,72
7,127,5,'419532',2001,72
8,128,5,'419532',2001,69
9,129,5,'419532',2001,70
10,130,5,'419532',2001,72
11,131,5,'419532',2001,73
12,132,5,'419532',2001,70
13,133,5,'419532',2001,71
14,134,5,'419532',2001,74
15,135,5,'419532',2001,76
16,136,5,'419532',2001,78
17,137,5,'419532',2001,79
18,138,5,'419532',2001,75
19,139,5,'419532',2001,75
20,140,5,'419532',2001,79
21,141,5,'419532',2001,64
22,142,5,'419532',2001,62
23,143,5,'419532',2001,73
24,144,5,'419532',2001,71
25,145,5,'419532',2001,65
26,146,5,'419532',2001,69
27,147,5,'419532',2001,75
28,148,5,'419532',2001,75
29,149,5,'419532',2001,78
30,150,5,'419532',2001,74
31,151,5,'419532',2001,82
1,152,6,'419532',2001,69
2,153,6,'419532',2001,78
3,154,6,'419532',2001,79
4,155,6,'419532',2001,82
5,156,6,'419532',2001,80
6,157,6,'419532',2001,75
7,158,6,'419532',2001,78
8,159,6,'419532',2001,78
9,160,6,'419532',2001,77
10,161,6,'419532',2001,77
11,162,6,'419532',2001,79
12,163,6,'419532',2001,84
13,164,6,'419532',2001,86
14,165,6,'419532',2001,85
15,166,6,'419532',2001,78
16,167,6,'419532',2001,79
17,168,6,'419532',2001,79
18,169,6,'419532',2001,82
19,170,6,'419532',2001,78
20,171,6,'419532',2001,78
21,172,6,'419532',2001,79
22,173,6,'419532',2001,75
23,174,6,'419532',2001,70
24,175,6,'419532',2001,74
25,176,6,'419532',2001,78
26,177,6,'419532',2001,78
27,178,6,'419532',2001,79
28,179,6,'419532',2001,84
29,180,6,'419532',2001,84
30,181,6,'419532',2001,78
1,182,7,'419532',2001,77
2,183,7,'419532',2001,78
3,184,7,'419532',2001,80
4,185,7,'419532',2001,84
5,186,7,'419532',2001,86
6,187,7,'419532',2001,84
7,188,7,'419532',2001,87
8,189,7,'419532',2001,85
9,190,7,'419532',2001,87
10,191,7,'419532',2001,86
11,192,7,'419532',2001,85
12,193,7,'419532',2001,87
13,194,7,'419532',2001,89
14,195,7,'419532',2001,87
15,196,7,'419532',2001,89
16,197,7,'419532',2001,89
17,198,7,'419532',2001,88
18,199,7,'419532',2001,88
19,200,7,'419532',2001,87
20,201,7,'419532',2001,87
21,202,7,'419532',2001,90
22,203,7,'419532',2001,88
23,204,7,'419532',2001,89
24,205,7,'419532',2001,86
25,206,7,'419532',2001,87
26,207,7,'419532',2001,85
27,208,7,'419532',2001,86
28,209,7,'419532',2001,88
29,210,7,'419532',2001,90
30,211,7,'419532',2001,89
31,212,7,'419532',2001,88
1,213,8,'419532',2001,87
2,214,8,'419532',2001,85
3,215,8,'419532',2001,81
4,216,8,'419532',2001,82
5,217,8,'419532',2001,86
6,218,8,'419532',2001,82
7,219,8,'419532',2001,82
8,220,8,'419532',2001,87
9,221,8,'419532',2001,89
10,222,8,'419532',2001,89
11,223,8,'419532',2001,87
12,224,8,'419532',2001,86
13,225,8,'419532',2001,84
14,226,8,'419532',2001,84
15,227,8,'419532',2001,85
16,228,8,'419532',2001,80
17,229,8,'419532',2001,76
18,230,8,'419532',2001,80
19,231,8,'419532',2001,83
20,232,8,'419532',2001,83
21,233,8,'419532',2001,85
22,234,8,'419532',2001,85
23,235,8,'419532',2001,87
24,236,8,'419532',2001,86
25,237,8,'419532',2001,86
26,238,8,'419532',2001,85
27,239,8,'419532',2001,76
28,240,8,'419532',2001,72
29,241,8,'419532',2001,75
30,242,8,'419532',2001,74
31,243,8,'419532',2001,74
1,244,9,'419532',2001,76
2,245,9,'419532',2001,77
3,246,9,'419532',2001,80
4,247,9,'419532',2001,75
5,248,9,'419532',2001,78
6,249,9,'419532',2001,79
7,250,9,'419532',2001,81
8,251,9,'419532',2001,80
9,252,9,'419532',2001,72
10,253,9,'419532',2001,69
11,254,9,'419532',2001,70
12,255,9,'419532',2001,72
13,256,9,'419532',2001,72
14,257,9,'419532',2001,74
15,258,9,'419532',2001,72
16,259,9,'419532',2001,78
17,260,9,'419532',2001,78
18,261,9,'419532',2001,80
19,262,9,'419532',2001,72
20,263,9,'419532',2001,76
21,264,9,'419532',2001,75
22,265,9,'419532',2001,73
23,266,9,'419532',2001,75
24,267,9,'419532',2001,62
25,268,9,'419532',2001,59
26,269,9,'419532',2001,60
27,270,9,'419532',2001,62
28,271,9,'419532',2001,64
29,272,9,'419532',2001,63
30,273,9,'419532',2001,61
1,274,10,'419532',2001,61
2,275,10,'419532',2001,63
3,276,10,'419532',2001,64
4,277,10,'419532',2001,73
5,278,10,'419532',2001,68
6,279,10,'419532',2001,55
7,280,10,'419532',2001,55
8,281,10,'419532',2001,56
9,282,10,'419532',2001,70
10,283,10,'419532',2001,76
11,284,10,'419532',2001,68
12,285,10,'419532',2001,60
13,286,10,'419532',2001,59
14,287,10,'419532',2001,61
15,288,10,'419532',2001,61
16,289,10,'419532',2001,51
17,290,10,'419532',2001,51
18,291,10,'419532',2001,56
19,292,10,'419532',2001,66
20,293,10,'419532',2001,67
21,294,10,'419532',2001,68
22,295,10,'419532',2001,71
23,296,10,'419532',2001,74
24,297,10,'419532',2001,70
25,298,10,'419532',2001,55
26,299,10,'419532',2001,55
27,300,10,'419532',2001,57
28,301,10,'419532',2001,57
29,302,10,'419532',2001,61
30,303,10,'419532',2001,55
31,304,10,'419532',2001,55
1,305,11,'419532',2001,69
2,306,11,'419532',2001,68
3,307,11,'419532',2001,67
4,308,11,'419532',2001,66
5,309,11,'419532',2001,63
6,310,11,'419532',2001,61
7,311,11,'419532',2001,60
8,312,11,'419532',2001,65
9,313,11,'419532',2001,56
10,314,11,'419532',2001,55
11,315,11,'419532',2001,57
12,316,11,'419532',2001,62
13,317,11,'419532',2001,62
14,318,11,'419532',2001,65
15,319,11,'419532',2001,61
16,320,11,'419532',2001,63
17,321,11,'419532',2001,62
18,322,11,'419532',2001,64
19,323,11,'419532',2001,52
20,324,11,'419532',2001,45
21,325,11,'419532',2001,44
22,326,11,'419532',2001,56
23,327,11,'419532',2001,61
24,328,11,'419532',2001,64
25,329,11,'419532',2001,52
26,330,11,'419532',2001,53
27,331,11,'419532',2001,37
28,332,11,'419532',2001,29
29,333,11,'419532',2001,33
30,334,11,'419532',2001,47
1,335,12,'419532',2001,49
2,336,12,'419532',2001,49
3,337,12,'419532',2001,60
4,338,12,'419532',2001,65
5,339,12,'419532',2001,65
6,340,12,'419532',2001,62
7,341,12,'419532',2001,65
8,342,12,'419532',2001,49
9,343,12,'419532',2001,38
10,344,12,'419532',2001,41
11,345,12,'419532',2001,37
12,346,12,'419532',2001,53
13,347,12,'419532',2001,39
14,348,12,'419532',2001,44
15,349,12,'419532',2001,43
16,350,12,'419532',2001,52
17,351,12,'419532',2001,48
18,352,12,'419532',2001,49
19,353,12,'419532',2001,41
20,354,12,'419532',2001,43
21,355,12,'419532',2001,43
22,356,12,'419532',2001,48
23,357,12,'419532',2001,39
24,358,12,'419532',2001,36
25,359,12,'419532',2001,37
26,360,12,'419532',2001,37
27,361,12,'419532',2001,42
28,362,12,'419532',2001,43
29,363,12,'419532',2001,36
30,364,12,'419532',2001,34
31,365,12,'419532',2001,32
1,1,1,'419532',2002,34
2,2,1,'419532',2002,27
3,3,1,'419532',2002,26
4,4,1,'419532',2002,34
5,5,1,'419532',2002,38
6,6,1,'419532',2002,44
7,7,1,'419532',2002,38
8,8,1,'419532',2002,50
9,9,1,'419532',2002,60
10,10,1,'419532',2002,52
11,11,1,'419532',2002,48
12,12,1,'419532',2002,42
13,13,1,'419532',2002,49
14,14,1,'419532',2002,46
15,15,1,'419532',2002,42
16,16,1,'419532',2002,47
17,17,1,'419532',2002,41
18,18,1,'419532',2002,36
19,19,1,'419532',2002,43
20,20,1,'419532',2002,44
21,21,1,'419532',2002,44
22,22,1,'419532',2002,48
